72600,2.3734
72700,2.3441
72800,2.3524
72900,2.3635
73000,2.3561
73100,2.3773
73200,2.3770
73300,2.3596
73400,2.3551
73500,2.3860
73600,2.3909
73700,2.3468
73800,2.3519
73900,2.3948
74000,2.3998
74100,2.3593
74200,2.3538
74300,2.3832
74400,2.3756
74500,2.3693
74600,2.3792
74700,2.3965
74800,2.4271
74900,2.3867
75000,2.3597
